date,province,salinity_ppt,temperature_c,rainfall_mm,humidity_pct,ph,water_level_cm,risk_index,risk_label,season
2024-02-29,Bac Lieu,6.52,30.3,0.0,66.0,7.34,55.3,84,High,Dry
2024-02-29,Ben Tre,5.52,29.0,0.0,65.0,7.48,56.5,73,High,Dry
2024-02-29,Ca Mau,7.25,29.8,0.0,64.0,7.26,56.5,88,High,Dry
2024-03-01,Kien Giang,5.06,30.4,0.0,67.0,7.44,54.7,73,High,Dry
2024-03-01,Soc Trang,6.04,30.5,0.0,67.0,7.4,53.1,81,High,Dry
2024-03-01,Bac Lieu,6.33,29.8,0.0,66.0,7.25,52.1,81,High,Dry
2024-03-01,Ben Tre,5.58,29.4,0.0,68.0,7.47,47.6,74,High,Dry
2024-03-01,Ca Mau,7.36,29.9,0.0,66.0,7.2,46.2,89,High,Dry
2024-03-02,Kien Giang,4.56,30.4,0.0,69.0,7.42,42.6,69,High,Dry
2024-03-02,Soc Trang,5.9,30.3,0.0,65.0,7.39,49.8,80,High,Dry
2024-03-02,Bac Lieu,6.62,30.4,0.0,67.0,7.25,53.1,85,High,Dry
2024-03-02,Ben Tre,5.39,29.5,0.0,66.0,7.38,57.1,73,High,Dry
2024-03-02,Ca Mau,7.14,30.2,0.0,65.0,7.22,56.1,89,High,Dry
2024-03-03,Kien Giang,4.53,29.9,0.0,64.0,7.47,56.3,68,High,Dry
2024-03-03,Soc Trang,5.89,30.3,0.0,67.0,7.34,54.1,79,High,Dry
2024-03-03,Bac Lieu,6.85,30.0,0.0,68.0,7.32,57.5,85,High,Dry
2024-03-03,Ben Tre,5.57,30.3,0.0,68.0,7.47,52.7,77,High,Dry
2024-03-03,Ca Mau,6.78,30.0,0.0,60.0,7.2,48.9,86,High,Dry
2024-03-04,Kien Giang,4.83,30.1,0.0,67.0,7.5,55.4,71,High,Dry
2024-03-04,Soc Trang,6.01,29.8,0.0,63.0,7.27,56.1,79,High,Dry
2024-03-04,Bac Lieu,6.26,30.4,0.0,63.0,7.37,50.0,83,High,Dry
2024-03-04,Ben Tre,5.38,30.5,0.0,66.0,7.42,49.7,76,High,Dry
2024-03-04,Ca Mau,7.01,30.6,6.5,64.0,7.11,54.2,87,High,Dry
2024-03-05,Kien Giang,4.74,31.3,17.4,69.0,7.49,61.4,69,High,Dry
2024-03-05,Soc Trang,6.01,30.6,0.4,68.0,7.38,52.1,81,High,Dry
2024-03-05,Bac Lieu,6.11,30.1,19.7,65.0,7.3,58.7,76,High,Dry
2024-03-05,Ben Tre,5.55,30.3,0.0,67.0,7.4,58.4,77,High,Dry
2024-03-05,Ca Mau,6.92,29.6,0.0,66.0,7.14,52.6,85,High,Dry
2024-03-06,Kien Giang,4.86,31.0,0.0,67.0,7.41,51.0,74,High,Dry
2024-03-06,Soc Trang,5.75,30.2,0.0,63.0,7.37,54.9,79,High,Dry
2024-03-06,Bac Lieu,6.27,30.8,0.0,63.0,7.27,54.8,84,High,Dry
2024-03-06,Ben Tre,5.49,30.7,0.0,64.0,7.51,47.6,78,High,Dry
2024-03-06,Ca Mau,7.08,30.4,0.0,65.0,7.2,58.0,89,High,Dry
2024-03-07,Kien Giang,5.23,29.5,0.0,62.0,7.47,51.7,73,High,Dry
2024-03-07,Soc Trang,5.42,30.6,0.0,67.0,7.46,48.4,77,High,Dry
2024-03-07,Bac Lieu,6.3,30.4,0.0,67.0,7.29,51.0,83,High,Dry
2024-03-07,Ben Tre,5.68,30.5,0.0,63.0,7.36,54.9,79,High,Dry
2024-03-07,Ca Mau,7.2,30.9,0.0,63.0,7.23,56.3,91,High,Dry
2024-03-08,Kien Giang,4.73,30.2,0.0,66.0,7.59,52.3,70,High,Dry
2024-03-08,Soc Trang,5.65,30.2,0.0,64.0,7.42,58.2,78,High,Dry
2024-03-08,Bac Lieu,5.99,30.1,0.0,69.0,7.26,56.0,79,High,Dry
2024-03-08,Ben Tre,5.71,29.6,0.0,66.0,7.37,51.8,76,High,Dry
2024-03-08,Ca Mau,7.6,30.7,0.0,62.0,7.28,53.6,94,High,Dry
2024-03-09,Kien Giang,4.5,30.0,0.0,66.0,7.54,52.8,68,High,Dry
2024-03-09,Soc Trang,5.49,31.0,0.0,67.0,7.4,51.7,78,High,Dry
2024-03-09,Bac Lieu,6.5,29.4,0.0,69.0,7.24,55.6,81,High,Dry
2024-03-09,Ben Tre,5.03,30.9,0.0,67.0,7.39,52.9,75,High,Dry
2024-03-09,Ca Mau,6.85,30.5,6.7,67.0,7.19,51.1,85,High,Dry
2024-03-10,Kien Giang,4.54,30.7,0.0,62.0,7.45,57.4,71,High,Dry
2024-03-10,Soc Trang,5.99,30.0,0.0,65.0,7.32,58.2,79,High,Dry
2024-03-10,Bac Lieu,6.68,31.1,0.0,64.0,7.29,54.7,88,High,Dry
2024-03-10,Ben Tre,5.63,31.0,0.0,62.0,7.45,49.7,80,High,Dry
2024-03-10,Ca Mau,7.14,30.3,0.0,68.0,7.2,55.1,88,High,Dry
2024-03-11,Kien Giang,4.87,30.8,0.0,67.0,7.51,54.7,73,High,Dry
2024-03-11,Soc Trang,5.62,30.8,0.0,67.0,7.39,54.8,79,High,Dry
2024-03-11,Bac Lieu,6.15,31.1,0.0,65.0,7.32,56.2,84,High,Dry
2024-03-11,Ben Tre,5.44,30.3,0.0,62.0,7.4,56.3,77,High,Dry
2024-03-11,Ca Mau,7.06,30.7,0.4,64.0,7.25,54.8,90,High,Dry
2024-03-12,Kien Giang,4.67,30.7,0.0,65.0,7.44,55.6,72,High,Dry
2024-03-12,Soc Trang,5.93,30.3,0.0,63.0,7.41,54.1,80,High,Dry
2024-03-12,Bac Lieu,6.44,30.3,0.0,63.0,7.22,47.9,84,High,Dry
2024-03-12,Ben Tre,5.31,30.9,0.0,62.0,7.36,57.5,78,High,Dry
2024-03-12,Ca Mau,6.91,30.4,0.0,69.0,7.29,51.9,87,High,Dry
2024-03-13,Kien Giang,4.55,30.0,0.0,64.0,7.51,53.0,69,High,Dry
2024-03-13,Soc Trang,5.56,30.5,0.4,65.0,7.31,56.4,78,High,Dry
2024-03-13,Bac Lieu,6.01,30.9,0.0,64.0,7.29,48.1,82,High,Dry
2024-03-13,Ben Tre,5.18,30.1,0.4,64.0,7.43,51.4,74,High,Dry
2024-03-13,Ca Mau,6.7,30.4,0.0,68.0,7.27,49.2,85,High,Dry
2024-03-14,Kien Giang,5.16,30.9,0.0,69.0,7.48,55.1,75,High,Dry
2024-03-14,Soc Trang,5.99,30.7,0.0,69.0,7.33,53.0,81,High,Dry
2024-03-14,Bac Lieu,6.5,29.9,0.0,69.0,7.27,55.2,82,High,Dry
2024-03-14,Ben Tre,5.41,30.1,0.0,66.0,7.43,51.9,75,High,Dry
2024-03-14,Ca Mau,7.21,30.5,0.0,70.0,7.28,48.7,89,High,Dry
2024-03-15,Kien Giang,4.84,30.8,0.0,65.0,7.44,50.8,73,High,Dry
2024-03-15,Soc Trang,5.51,30.2,0.0,68.0,7.44,51.2,76,High,Dry
2024-03-15,Bac Lieu,6.48,30.7,0.0,67.0,7.28,55.8,85,High,Dry
2024-03-15,Ben Tre,5.09,30.8,0.0,64.0,7.42,55.6,75,High,Dry
2024-03-15,Ca Mau,6.79,30.5,0.0,63.0,7.24,55.7,87,High,Dry
2024-03-16,Kien Giang,5.11,30.5,0.0,64.0,7.56,60.2,75,High,Dry
2024-03-16,Soc Trang,5.56,30.3,0.0,68.0,7.34,53.0,77,High,Dry
2024-03-16,Bac Lieu,5.85,30.6,0.0,65.0,7.37,48.8,80,High,Dry
2024-03-16,Ben Tre,5.58,30.9,0.0,67.0,7.43,56.6,79,High,Dry
2024-03-16,Ca Mau,6.81,30.5,0.0,73.0,7.28,48.5,86,High,Dry
2024-03-17,Kien Giang,4.87,30.1,0.0,65.0,7.48,54.3,71,High,Dry
2024-03-17,Soc Trang,5.12,30.7,0.0,65.0,7.33,53.8,75,High,Dry
2024-03-17,Bac Lieu,6.54,31.8,0.0,67.0,7.29,55.3,89,High,Dry
2024-03-17,Ben Tre,5.08,31.4,0.0,67.0,7.37,51.7,77,High,Dry
2024-03-17,Ca Mau,7.18,30.5,0.0,68.0,7.15,53.4,89,High,Dry
2024-03-18,Kien Giang,4.4,30.4,0.0,72.0,7.52,48.4,68,High,Dry
2024-03-18,Soc Trang,5.91,30.4,0.0,71.0,7.27,46.6,79,High,Dry
2024-03-18,Bac Lieu,6.38,31.4,0.0,59.0,7.27,54.3,88,High,Dry
2024-03-18,Ben Tre,5.11,31.0,0.0,67.0,7.37,51.8,76,High,Dry
2024-03-18,Ca Mau,7.08,30.3,0.0,66.0,7.14,52.2,88,High,Dry
2024-03-19,Kien Giang,5.35,30.7,0.0,63.0,7.54,56.7,77,High,Dry
2024-03-19,Soc Trang,6.07,30.8,0.0,66.0,7.4,57.0,82,High,Dry
2024-03-19,Bac Lieu,6.06,30.4,0.0,66.0,7.36,51.6,81,High,Dry
2024-03-19,Ben Tre,5.34,30.7,0.0,68.0,7.3,51.1,76,High,Dry
2024-03-19,Ca Mau,6.42,30.8,0.0,68.0,7.2,49.0,85,High,Dry
2024-03-20,Kien Giang,4.63,30.4,0.0,68.0,7.55,55.5,70,High,Dry
2024-03-20,Soc Trang,5.76,30.2,0.0,68.0,7.32,53.5,78,High,Dry
2024-03-20,Bac Lieu,6.6,30.9,0.0,66.0,7.34,54.6,87,High,Dry
2024-03-20,Ben Tre,5.19,30.4,0.0,65.0,7.44,54.8,75,High,Dry
2024-03-20,Ca Mau,6.94,30.8,0.0,66.0,7.26,49.6,89,High,Dry
2024-03-21,Kien Giang,4.44,30.9,0.0,64.0,7.43,50.5,71,High,Dry
2024-03-21,Soc Trang,5.24,30.6,0.0,64.0,7.44,55.0,76,High,Dry
2024-03-21,Bac Lieu,5.94,31.1,0.0,68.0,7.3,55.1,82,High,Dry
2024-03-21,Ben Tre,5.05,30.3,0.0,67.0,7.36,56.2,73,High,Dry
2024-03-21,Ca Mau,6.66,30.2,0.0,67.0,7.24,51.3,85,High,Dry
2024-03-22,Kien Giang,4.15,30.3,0.0,67.0,7.42,53.5,66,High,Dry
2024-03-22,Soc Trang,5.48,30.6,0.0,68.0,7.38,54.3,77,High,Dry
2024-03-22,Bac Lieu,5.8,30.9,0.0,68.0,7.33,49.6,80,High,Dry
2024-03-22,Ben Tre,4.93,30.6,22.7,71.0,7.45,61.0,67,High,Dry
2024-03-22,Ca Mau,6.9,31.3,0.0,69.0,7.31,56.8,90,High,Dry
2024-03-23,Kien Giang,4.87,30.9,0.6,65.0,7.56,50.5,74,High,Dry
2024-03-23,Soc Trang,5.63,31.4,0.0,61.0,7.38,56.3,82,High,Dry
2024-03-23,Bac Lieu,6.18,30.5,0.0,63.0,7.36,60.1,83,High,Dry
2024-03-23,Ben Tre,5.04,30.8,0.0,65.0,7.48,59.1,75,High,Dry
2024-03-23,Ca Mau,6.55,31.0,0.0,65.0,7.24,58.6,87,High,Dry
2024-03-24,Kien Giang,4.6,31.1,0.0,67.0,7.35,52.2,72,High,Dry
2024-03-24,Soc Trang,5.22,30.9,0.0,70.0,7.44,51.6,76,High,Dry
2024-03-24,Bac Lieu,6.17,30.7,0.0,64.0,7.23,55.4,83,High,Dry
2024-03-24,Ben Tre,5.0,31.0,0.0,67.0,7.46,53.1,75,High,Dry
2024-03-24,Ca Mau,6.6,31.0,0.0,66.0,7.21,50.6,87,High,Dry
2024-03-25,Kien Giang,4.18,30.7,0.0,65.0,7.49,53.0,68,High,Dry
2024-03-25,Soc Trang,5.18,31.0,0.0,63.0,7.34,52.0,77,High,Dry
2024-03-25,Bac Lieu,5.77,30.5,0.0,67.0,7.27,51.8,79,High,Dry
2024-03-25,Ben Tre,5.17,30.4,0.0,64.0,7.45,46.9,75,High,Dry
2024-03-25,Ca Mau,6.77,30.7,0.0,67.0,7.17,52.9,87,High,Dry
2024-03-26,Kien Giang,4.77,30.1,0.0,65.0,7.48,51.0,71,High,Dry
2024-03-26,Soc Trang,5.37,31.5,0.0,67.0,7.37,54.6,79,High,Dry
2024-03-26,Bac Lieu,5.98,30.1,0.5,68.0,7.3,48.4,79,High,Dry
2024-03-26,Ben Tre,5.57,30.8,0.0,68.0,7.39,47.2,78,High,Dry
2024-03-26,Ca Mau,6.6,30.5,0.0,65.0,7.32,58.9,85,High,Dry
2024-03-27,Kien Giang,4.48,31.7,0.0,70.0,7.42,54.0,73,High,Dry
2024-03-27,Soc Trang,5.27,30.4,0.0,65.0,7.34,56.1,75,High,Dry
2024-03-27,Bac Lieu,6.08,30.4,0.0,64.0,7.28,57.3,81,High,Dry
2024-03-27,Ben Tre,4.84,30.9,0.0,68.0,7.45,52.1,73,High,Dry
2024-03-27,Ca Mau,6.71,30.5,4.6,70.0,7.21,56.0,84,High,Dry
2024-03-28,Kien Giang,4.34,30.0,0.0,64.0,7.47,54.2,67,High,Dry
2024-03-28,Soc Trang,5.24,30.8,0.0,67.0,7.23,51.5,76,High,Dry
2024-03-28,Bac Lieu,6.33,30.7,0.0,66.0,7.18,55.9,84,High,Dry
2024-03-28,Ben Tre,4.57,31.0,0.0,70.0,7.42,54.2,71,High,Dry
2024-03-28,Ca Mau,6.48,30.9,0.0,65.0,7.24,47.9,86,High,Dry
2024-03-29,Kien Giang,4.35,31.2,0.0,69.0,7.46,54.5,70,High,Dry
2024-03-29,Soc Trang,5.55,30.6,0.0,66.0,7.39,53.5,78,High,Dry
2024-03-29,Bac Lieu,5.9,31.4,0.0,66.0,7.29,54.1,83,High,Dry
2024-03-29,Ben Tre,5.11,30.8,0.0,68.0,7.4,50.1,75,High,Dry
2024-03-29,Ca Mau,6.76,31.3,0.0,70.0,7.18,52.4,88,High,Dry
2024-03-30,Kien Giang,4.34,30.3,0.0,68.0,7.49,54.3,68,High,Dry
2024-03-30,Soc Trang,5.34,30.5,0.4,59.0,7.36,47.6,77,High,Dry
2024-03-30,Bac Lieu,6.11,31.4,0.0,64.0,7.37,56.5,85,High,Dry
2024-03-30,Ben Tre,5.31,30.8,0.0,63.0,7.37,51.1,77,High,Dry
2024-03-30,Ca Mau,6.24,30.7,0.0,67.0,7.21,46.8,83,High,Dry
2024-03-31,Kien Giang,4.06,31.0,0.0,71.0,7.54,53.6,67,High,Dry
2024-03-31,Soc Trang,5.08,31.4,0.0,67.0,7.43,55.8,77,High,Dry
2024-03-31,Bac Lieu,5.84,31.0,0.0,66.0,7.24,61.6,81,High,Dry
2024-03-31,Ben Tre,5.14,31.5,0.0,64.0,7.41,54.1,78,High,Dry
2024-03-31,Ca Mau,5.98,30.4,0.0,64.0,7.23,59.8,81,High,Dry
2024-04-01,Kien Giang,4.04,31.2,0.0,69.0,7.47,52.9,68,High,Dry
2024-04-01,Soc Trang,5.11,31.5,0.0,69.0,7.29,43.3,77,High,Dry
2024-04-01,Bac Lieu,5.97,30.8,0.0,65.0,7.35,46.7,82,High,Dry
2024-04-01,Ben Tre,5.01,30.8,0.0,67.0,7.4,53.3,74,High,Dry
2024-04-01,Ca Mau,6.25,30.0,0.0,66.0,7.27,52.0,81,High,Dry
2024-04-02,Kien Giang,4.5,31.0,0.0,66.0,7.46,54.0,71,High,Dry
2024-04-02,Soc Trang,4.7,31.3,0.0,67.0,7.44,48.4,74,High,Dry
2024-04-02,Bac Lieu,6.23,30.7,0.0,64.0,7.26,53.9,83,High,Dry
2024-04-02,Ben Tre,4.83,30.5,0.0,66.0,7.4,47.9,72,High,Dry
2024-04-02,Ca Mau,6.43,31.1,0.0,68.0,7.16,59.2,86,High,Dry
2024-04-03,Kien Giang,4.72,31.1,0.0,68.0,7.51,54.0,73,High,Dry
2024-04-03,Soc Trang,4.68,30.9,0.0,63.0,7.37,54.3,73,High,Dry
2024-04-03,Bac Lieu,6.06,31.0,0.0,61.0,7.33,52.9,84,High,Dry
2024-04-03,Ben Tre,5.15,31.2,0.0,67.0,7.41,55.2,77,High,Dry
2024-04-03,Ca Mau,6.54,30.7,0.0,70.0,7.28,50.6,85,High,Dry
2024-04-04,Kien Giang,3.96,31.1,0.0,67.0,7.52,46.7,67,High,Dry
2024-04-04,Soc Trang,5.07,30.5,0.0,67.0,7.39,52.5,74,High,Dry
2024-04-04,Bac Lieu,5.97,30.7,0.0,70.0,7.27,51.1,81,High,Dry
2024-04-04,Ben Tre,4.76,31.2,0.0,61.0,7.49,53.5,75,High,Dry
2024-04-04,Ca Mau,6.48,30.8,5.6,62.0,7.32,54.7,85,High,Dry
2024-04-05,Kien Giang,4.37,31.2,0.0,65.0,7.53,45.8,71,High,Dry
2024-04-05,Soc Trang,4.95,31.0,0.0,64.0,7.34,52.8,75,High,Dry
2024-04-05,Bac Lieu,4.94,30.7,0.0,65.0,7.27,47.5,74,High,Dry
2024-04-05,Ben Tre,4.84,30.5,0.0,64.0,7.45,51.6,73,High,Dry
2024-04-05,Ca Mau,6.13,30.7,0.0,66.0,7.23,51.7,82,High,Dry
2024-04-06,Kien Giang,4.37,30.7,0.0,63.0,7.45,48.1,70,High,Dry
2024-04-06,Soc Trang,5.3,30.8,0.0,67.0,7.31,52.0,76,High,Dry
2024-04-06,Bac Lieu,5.95,30.7,0.0,68.0,7.39,51.8,81,High,Dry
2024-04-06,Ben Tre,4.39,31.3,0.0,61.0,7.47,46.6,72,High,Dry
2024-04-06,Ca Mau,6.29,30.9,0.0,67.0,7.3,49.9,84,High,Dry
2024-04-07,Kien Giang,4.4,30.8,0.0,67.0,7.55,49.1,70,High,Dry
2024-04-07,Soc Trang,5.39,31.7,0.0,62.0,7.32,50.6,81,High,Dry
2024-04-07,Bac Lieu,5.91,31.3,0.0,68.0,7.3,49.7,82,High,Dry
2024-04-07,Ben Tre,5.05,30.7,0.0,65.0,7.32,49.5,75,High,Dry
2024-04-07,Ca Mau,6.38,31.8,0.0,63.0,7.23,56.5,88,High,Dry
2024-04-08,Kien Giang,4.86,31.1,0.0,62.0,7.53,52.6,75,High,Dry
2024-04-08,Soc Trang,5.03,31.4,0.0,61.0,7.4,54.2,77,High,Dry
2024-04-08,Bac Lieu,5.79,31.3,0.0,64.0,7.26,57.4,82,High,Dry
2024-04-08,Ben Tre,4.47,31.6,0.0,69.0,7.46,60.0,72,High,Dry
2024-04-08,Ca Mau,5.98,30.7,0.0,67.0,7.28,52.4,81,High,Dry
2024-04-09,Kien Giang,3.88,30.7,0.0,69.0,7.56,53.7,65,Medium,Dry
2024-04-09,Soc Trang,5.07,31.1,0.0,61.0,7.41,47.7,77,High,Dry
2024-04-09,Bac Lieu,5.32,31.7,0.0,65.0,7.37,44.5,80,High,Dry
2024-04-09,Ben Tre,4.74,31.6,0.0,70.0,7.37,49.2,74,High,Dry
2024-04-09,Ca Mau,6.08,31.5,0.0,63.0,7.29,56.9,85,High,Dry
2024-04-10,Kien Giang,4.16,31.3,0.0,63.0,7.51,60.5,70,High,Dry
2024-04-10,Soc Trang,4.87,30.7,0.0,64.0,7.43,61.3,73,High,Dry
2024-04-10,Bac Lieu,5.2,31.2,0.0,69.0,7.34,53.2,77,High,Dry
2024-04-10,Ben Tre,4.84,30.8,0.0,62.0,7.51,55.2,74,High,Dry
2024-04-10,Ca Mau,5.63,31.6,0.0,67.0,7.33,55.7,81,High,Dry
2024-04-11,Kien Giang,3.95,31.0,7.4,64.0,7.59,51.7,66,High,Dry
2024-04-11,Soc Trang,5.01,31.7,0.0,66.0,7.34,52.0,77,High,Dry
2024-04-11,Bac Lieu,5.39,31.3,0.0,66.0,7.2,54.8,79,High,Dry
2024-04-11,Ben Tre,4.28,30.7,0.0,62.0,7.35,48.5,69,High,Dry
2024-04-11,Ca Mau,6.4,30.8,0.0,67.0,7.24,52.9,85,High,Dry
2024-04-12,Kien Giang,3.57,30.6,0.0,63.0,7.5,49.8,64,Medium,Dry
2024-04-12,Soc Trang,4.61,31.3,0.0,71.0,7.44,53.9,72,High,Dry
2024-04-12,Bac Lieu,5.12,31.5,0.0,66.0,7.35,53.7,77,High,Dry
2024-04-12,Ben Tre,4.32,30.5,0.0,71.0,7.38,55.0,68,High,Dry
2024-04-12,Ca Mau,6.42,31.7,0.0,65.0,7.24,55.2,88,High,Dry
2024-04-13,Kien Giang,3.93,31.2,0.0,67.0,7.37,55.6,67,High,Dry
2024-04-13,Soc Trang,4.57,31.2,0.0,65.0,7.48,50.3,73,High,Dry
2024-04-13,Bac Lieu,5.23,30.9,0.0,63.0,7.29,51.1,77,High,Dry
2024-04-13,Ben Tre,4.04,31.1,0.0,69.0,7.46,58.0,68,High,Dry
2024-04-13,Ca Mau,6.07,31.3,0.0,67.0,7.23,61.2,84,High,Dry
2024-04-14,Kien Giang,3.59,31.5,0.0,67.0,7.51,51.1,66,High,Dry
2024-04-14,Soc Trang,5.09,31.2,0.0,66.0,7.33,51.8,76,High,Dry
2024-04-14,Bac Lieu,5.18,31.0,0.0,65.0,7.17,60.4,76,High,Dry
2024-04-14,Ben Tre,4.34,31.6,0.0,70.0,7.53,53.7,71,High,Dry
2024-04-14,Ca Mau,5.78,31.5,0.0,63.0,7.22,53.7,83,High,Dry
2024-04-15,Kien Giang,3.82,31.0,0.0,66.0,7.45,50.7,66,High,Dry
2024-04-15,Soc Trang,4.89,30.6,0.0,61.0,7.43,58.1,74,High,Dry
2024-04-15,Bac Lieu,4.51,31.0,0.0,63.0,7.31,58.6,72,High,Dry
2024-04-15,Ben Tre,4.31,31.4,0.0,65.0,7.46,51.3,71,High,Dry
2024-04-15,Ca Mau,6.16,31.3,0.0,66.0,7.21,57.3,85,High,Dry
2024-04-16,Kien Giang,3.84,30.9,0.0,66.0,7.48,48.4,66,High,Dry
2024-04-16,Soc Trang,4.58,31.3,0.0,69.0,7.34,59.2,72,High,Dry
2024-04-16,Bac Lieu,4.91,30.4,0.0,67.0,7.39,45.4,72,High,Dry
2024-04-16,Ben Tre,3.72,31.3,0.0,64.0,7.54,51.2,67,High,Dry
2024-04-16,Ca Mau,5.16,30.7,0.0,63.0,7.34,59.7,76,High,Dry
2024-04-17,Kien Giang,3.48,31.1,0.0,68.0,7.47,53.0,64,Medium,Dry
2024-04-17,Soc Trang,4.76,31.1,0.0,63.0,7.45,54.3,74,High,Dry
2024-04-17,Bac Lieu,5.42,31.4,0.0,65.0,7.22,54.4,79,High,Dry
2024-04-17,Ben Tre,3.83,32.2,0.0,66.0,7.48,53.6,70,High,Dry
2024-04-17,Ca Mau,5.23,31.1,0.0,61.0,7.32,56.6,78,High,Dry
2024-04-18,Kien Giang,3.8,31.2,0.0,69.0,7.52,56.4,66,High,Dry
2024-04-18,Soc Trang,4.82,31.0,0.0,63.0,7.39,50.3,74,High,Dry
2024-04-18,Bac Lieu,5.52,30.9,0.0,69.0,7.4,48.9,78,High,Dry
2024-04-18,Ben Tre,3.92,31.2,0.0,69.0,7.43,56.9,67,High,Dry
2024-04-18,Ca Mau,6.07,31.4,0.0,62.0,7.3,57.2,85,High,Dry
2024-04-19,Kien Giang,3.95,30.8,0.0,67.0,7.49,50.3,66,High,Dry
2024-04-19,Soc Trang,4.95,30.9,0.0,66.0,7.41,50.4,74,High,Dry
2024-04-19,Bac Lieu,5.2,30.9,0.0,66.0,7.32,52.6,76,High,Dry
2024-04-19,Ben Tre,3.95,31.3,0.0,65.0,7.51,56.3,68,High,Dry
2024-04-19,Ca Mau,5.51,30.6,0.0,71.0,7.21,50.3,77,High,Dry
2024-04-20,Kien Giang,3.8,31.5,0.0,64.0,7.49,55.8,68,High,Dry
2024-04-20,Soc Trang,4.45,31.3,0.0,66.0,7.41,51.5,72,High,Dry
2024-04-20,Bac Lieu,4.67,31.1,0.0,63.0,7.34,53.9,73,High,Dry
2024-04-20,Ben Tre,4.04,31.5,0.0,67.0,7.4,53.7,69,High,Dry
2024-04-20,Ca Mau,5.4,31.3,0.0,72.0,7.24,50.7,78,High,Dry
2024-04-21,Kien Giang,3.69,31.3,0.0,69.0,7.44,55.8,66,High,Dry
2024-04-21,Soc Trang,4.59,31.4,0.0,68.0,7.32,56.1,73,High,Dry
2024-04-21,Bac Lieu,4.83,31.2,0.0,69.0,7.32,49.3,74,High,Dry
2024-04-21,Ben Tre,4.24,31.0,0.0,64.0,7.57,54.1,70,High,Dry
2024-04-21,Ca Mau,5.26,31.7,0.0,69.0,7.31,56.3,79,High,Dry
2024-04-22,Kien Giang,3.8,31.1,0.0,65.0,7.56,58.3,67,High,Dry
2024-04-22,Soc Trang,4.07,30.8,0.0,65.0,7.47,54.7,68,High,Dry
2024-04-22,Bac Lieu,4.82,31.2,0.0,61.0,7.37,52.6,75,High,Dry
2024-04-22,Ben Tre,4.61,32.5,0.5,66.0,7.41,56.8,77,High,Dry
2024-04-22,Ca Mau,5.07,31.9,0.0,67.0,7.28,56.9,78,High,Dry
2024-04-23,Kien Giang,2.94,30.7,0.0,61.0,7.54,56.0,60,Medium,Dry
2024-04-23,Soc Trang,4.13,31.1,0.0,63.0,7.36,55.0,69,High,Dry
2024-04-23,Bac Lieu,4.73,31.3,0.0,61.0,7.33,58.2,75,High,Dry
2024-04-23,Ben Tre,4.3,30.6,0.0,65.0,7.41,46.3,69,High,Dry
2024-04-23,Ca Mau,5.67,31.2,0.0,67.0,7.25,54.3,80,High,Dry
2024-04-24,Kien Giang,3.53,31.2,0.0,66.0,7.46,57.8,65,Medium,Dry
2024-04-24,Soc Trang,4.03,31.5,0.0,64.0,7.36,47.0,70,High,Dry
2024-04-24,Bac Lieu,4.11,31.4,0.0,66.0,7.34,52.1,70,High,Dry
2024-04-24,Ben Tre,3.64,30.8,0.0,67.0,7.42,53.8,64,Medium,Dry
2024-04-24,Ca Mau,5.24,31.7,0.0,65.0,7.27,52.4,79,High,Dry
2024-04-25,Kien Giang,3.34,31.2,0.0,66.0,7.53,49.7,63,Medium,Dry
2024-04-25,Soc Trang,3.81,30.8,0.0,66.0,7.36,55.0,66,High,Dry
2024-04-25,Bac Lieu,4.07,31.2,0.0,64.0,7.37,50.2,69,High,Dry
2024-04-25,Ben Tre,3.79,31.2,0.0,66.0,7.43,49.1,67,High,Dry
2024-04-25,Ca Mau,5.09,31.0,0.0,64.0,7.33,49.1,76,High,Dry
2024-04-26,Kien Giang,3.67,31.4,0.0,67.0,7.5,51.4,66,High,Dry
2024-04-26,Soc Trang,3.7,31.6,0.0,69.0,7.42,49.8,67,High,Dry
2024-04-26,Bac Lieu,4.75,31.1,0.0,63.0,7.41,56.1,74,High,Dry
2024-04-26,Ben Tre,3.71,31.6,0.0,65.0,7.48,57.7,67,High,Dry
2024-04-26,Ca Mau,5.21,30.8,3.6,63.0,7.31,51.6,75,High,Dry
2024-04-27,Kien Giang,3.33,31.1,0.0,65.0,7.5,50.7,63,Medium,Dry
2024-04-27,Soc Trang,4.41,31.3,0.0,63.0,7.39,49.4,72,High,Dry
2024-04-27,Bac Lieu,4.67,30.6,0.0,67.0,7.26,52.5,71,High,Dry
2024-04-27,Ben Tre,3.82,31.3,0.0,66.0,7.48,45.5,67,High,Dry
2024-04-27,Ca Mau,5.05,31.1,0.0,67.0,7.23,46.5,75,High,Dry
2024-04-28,Kien Giang,3.53,31.0,0.0,69.0,7.55,54.7,64,Medium,Dry
2024-04-28,Soc Trang,4.35,31.4,0.0,64.0,7.47,52.1,72,High,Dry
2024-04-28,Bac Lieu,4.02,31.7,0.0,62.0,7.35,56.7,70,High,Dry
2024-04-28,Ben Tre,3.69,30.9,0.0,67.0,7.51,53.0,65,Medium,Dry
2024-04-28,Ca Mau,4.87,31.9,0.0,65.0,7.25,56.6,77,High,Dry
2024-04-29,Kien Giang,3.4,31.4,0.0,70.0,7.56,55.9,64,Medium,Dry
2024-04-29,Soc Trang,3.97,31.2,0.0,65.0,7.36,54.5,68,High,Dry
2024-04-29,Bac Lieu,4.2,31.7,0.0,68.0,7.36,54.7,71,High,Dry
